ID1,Reference,Province,Ecoregion,Region,Country,Platform,Thermal_regime,Location,Site,Year,Date,Period_ENOS,Coral_cover,Algal_cover,Lat,Lon
247,"Glynn, 1983",Tropical_East_Pacific,Nicoya,Gulf_of_Chiriqui,Costa_Rica,Continental,Thermally_Stable,Gulf_of_Chiriqui,Gulf_of_Chiriqui,1974,1/1/74,1973-1982,66.9,,8.069903,-82.201558
248,"Glynn, 1983",Tropical_East_Pacific,Nicoya,Gulf_of_Chiriqui,Costa_Rica,Continental,Thermally_Stable,Gulf_of_Chiriqui,Gulf_of_Chiriqui,1974,1/1/74,1973-1982,13,,8.069903,-82.201558
249,"Glynn, 1983",Tropical_East_Pacific,Nicoya,Gulf_of_Chiriqui,Costa_Rica,Continental,Thermally_Stable,Gulf_of_Chiriqui,Gulf_of_Chiriqui,1974,1/1/74,1973-1982,6.9,,8.069903,-82.201558
250,"Glynn, 1983",Tropical_East_Pacific,Panama_Bight,Panama_Bight,Panama,Continental,Upwelling,Pearl_Islands,Saboga_Island,1974,1/1/74,1973-1982,10.9,,8.62595,-79.055038
251,"Glynn, 1983",Tropical_East_Pacific,Nicoya,Gulf_of_Chiriqui,Costa_Rica,Continental,Thermally_Stable,Gulf_of_Chiriqui,Gulf_of_Chiriqui,1974,1/1/74,1973-1982,27.3,,8.069903,-82.201558
252,"López-Pérez, 2016 ",Tropical_East_Pacific,Mexican_Tropical_Pacific,Mexican_Central,Mexico,Continental,Thermally_Stable,Ixtapa,Ixtapa_Zihuatanejo,2009,1/1/09,1998-2016,57.04,3.68,17.62719,-101.658147
253,"López-Pérez, 2016 ",Tropical_East_Pacific,Mexican_Tropical_Pacific,Mexican_Southern,Mexico,Continental,Thermally_Stable,Puerto_Angel,Puerto_Angel,2009,1/1/09,1998-2016,13.4,0.15,15.656853,-96.495393
254,"López-Pérez, 2016 ",Tropical_East_Pacific,Mexican_Tropical_Pacific,Mexican_Southern,Mexico,Continental,Thermally_Stable,Bahias_de_Huatulco,Bahias_de_Huatulco,2009,1/1/09,1998-2016,70.95,9.5,15.749734,-96.100125
255,"INVEMAR, 2010",Tropical_East_Pacific,Panama_Bight,Colombia,Colombia,Continental,Upwelling,Gorgona_Island,Gorgona_Island,1998,1/1/98,1998-2016,67.69,21.54,2.953784,-78.17612
256,"INVEMAR, 2010",Tropical_East_Pacific,Panama_Bight,Colombia,Colombia,Continental,Upwelling,Gorgona_Island,Gorgona_Island,1999,1/1/99,1998-2016,65.13,20.51,2.953784,-78.17612
257,"INVEMAR, 2010",Tropical_East_Pacific,Panama_Bight,Colombia,Colombia,Continental,Upwelling,Gorgona_Island,Gorgona_Island,2000,1/1/00,1998-2016,78.46,9.74,2.953784,-78.17612
258,"INVEMAR, 2010",Tropical_East_Pacific,Panama_Bight,Colombia,Colombia,Continental,Upwelling,Gorgona_Island,Gorgona_Island,2001,1/1/01,1998-2016,74.36,9.23,2.953784,-78.17612
259,"INVEMAR, 2010",Tropical_East_Pacific,Panama_Bight,Colombia,Colombia,Continental,Upwelling,Gorgona_Island,Gorgona_Island,2002,1/1/02,1998-2016,73.33,13.33,2.953784,-78.17612
260,"INVEMAR, 2010",Tropical_East_Pacific,Panama_Bight,Colombia,Colombia,Continental,Upwelling,Gorgona_Island,Gorgona_Island,2003,1/1/03,1998-2016,68.21,18.46,2.953784,-78.17612
261,"INVEMAR, 2010",Tropical_East_Pacific,Panama_Bight,Colombia,Colombia,Continental,Upwelling,Gorgona_Island,Gorgona_Island,2004,1/1/04,1998-2016,64.62,21.54,2.953784,-78.17612
262,"INVEMAR, 2010",Tropical_East_Pacific,Panama_Bight,Colombia,Colombia,Continental,Upwelling,Gorgona_Island,Gorgona_Island,2005,1/1/05,1998-2016,59.49,24.62,2.953784,-78.17612
263,"INVEMAR, 2010",Tropical_East_Pacific,Panama_Bight,Colombia,Colombia,Continental,Upwelling,Gorgona_Island,Gorgona_Island,2006,1/1/06,1998-2016,61.54,18.46,2.953784,-78.17612
264,"INVEMAR, 2010",Tropical_East_Pacific,Panama_Bight,Colombia,Colombia,Continental,Upwelling,Gorgona_Island,Gorgona_Island,2007,1/1/07,1998-2016,63.08,24.1,2.953784,-78.17612
265,"INVEMAR, 2010",Tropical_East_Pacific,Panama_Bight,Colombia,Colombia,Continental,Upwelling,Gorgona_Island,Gorgona_Island,2009,1/1/09,1998-2016,62.05,22.56,2.953784,-78.17612
266,"INVEMAR, 2014",Tropical_East_Pacific,Panama_Bight,Colombia,Colombia,Oceanic,Upwelling,Malpelo_Island,Malpelo_Island,2003,1/1/03,1998-2016,49.99,41.947,4.003333,-81.607222
267,"INVEMAR, 2014",Tropical_East_Pacific,Panama_Bight,Colombia,Colombia,Oceanic,Upwelling,Malpelo_Island,Malpelo_Island,2006,1/1/06,1998-2016,47.58,42.075,4.003333,-81.607222
268,"INVEMAR, 2014",Tropical_East_Pacific,Panama_Bight,Colombia,Colombia,Oceanic,Upwelling,Malpelo_Island,Malpelo_Island,2007,1/1/07,1998-2016,46.35,43.81,4.003333,-81.607222
269,"INVEMAR, 2014",Tropical_East_Pacific,Panama_Bight,Colombia,Colombia,Oceanic,Upwelling,Malpelo_Island,Malpelo_Island,2008,1/1/08,1998-2016,50.2,47.239,4.003333,-81.607222
270,"INVEMAR, 2014",Tropical_East_Pacific,Panama_Bight,Colombia,Colombia,Oceanic,Upwelling,Malpelo_Island,Malpelo_Island,2009,1/1/09,1998-2016,46.43,43.048,4.003333,-81.607222
271,"INVEMAR, 2014",Tropical_East_Pacific,Panama_Bight,Colombia,Colombia,Oceanic,Upwelling,Malpelo_Island,Malpelo_Island,2010,1/1/10,1998-2016,49.02,46.477,4.003333,-81.607222
272,"INVEMAR, 2014",Tropical_East_Pacific,Panama_Bight,Colombia,Colombia,Oceanic,Upwelling,Malpelo_Island,Malpelo_Island,2011,1/1/11,1998-2016,46.52,53.291,4.003333,-81.607222
273,"INVEMAR, 2014",Tropical_East_Pacific,Panama_Bight,Colombia,Colombia,Oceanic,Upwelling,Malpelo_Island,Malpelo_Island,2012,1/1/12,1998-2016,34.71,56.72,4.003333,-81.607222
274,"INVEMAR, 2007",Tropical_East_Pacific,Panama_Bight,Colombia,Colombia,Continental,Upwelling,Gorgona_Island,Gorgona_Island,2006,1/1/06,1998-2016,62.11,27.36,2.953784,-78.17612
275,"Guzman, 2001",Tropical_East_Pacific,Nicoya,Costa_Rica_Southern,Costa_Rica,Continental,Thermally_Stable,Cano_island,Cano_island,1984,1/1/84,1983-1997,31.91,,8.7155,-83.8724
276,"Guzman, 2001",Tropical_East_Pacific,Nicoya,Costa_Rica_Southern,Costa_Rica,Continental,Thermally_Stable,Cano_island,Cano_island,1984,1/1/84,1983-1997,31.32,,8.7155,-83.8724
277,"Guzman, 2001",Tropical_East_Pacific,Nicoya,Costa_Rica_Southern,Costa_Rica,Continental,Thermally_Stable,Cano_island,Cano_island,1985,1/1/85,1983-1997,28.24,,8.7155,-83.8724
278,"Guzman, 2001",Tropical_East_Pacific,Nicoya,Costa_Rica_Southern,Costa_Rica,Continental,Thermally_Stable,Cano_island,Cano_island,1985,1/1/85,1983-1997,10.7,,8.7155,-83.8724
279,"Guzman, 2001",Tropical_East_Pacific,Nicoya,Costa_Rica_Southern,Costa_Rica,Continental,Thermally_Stable,Cano_island,Cano_island,1987,1/1/87,1983-1997,6.98,,8.7155,-83.8724
280,"Guzman, 2001",Tropical_East_Pacific,Nicoya,Costa_Rica_Southern,Costa_Rica,Continental,Thermally_Stable,Cano_island,Cano_island,1989,1/1/89,1983-1997,8.85,,8.7155,-83.8724
281,"Guzman, 2001",Tropical_East_Pacific,Nicoya,Costa_Rica_Southern,Costa_Rica,Continental,Thermally_Stable,Cano_island,Cano_island,1992,1/1/92,1983-1997,8.38,,8.7155,-83.8724
282,"Guzman, 2001",Tropical_East_Pacific,Nicoya,Costa_Rica_Southern,Costa_Rica,Continental,Thermally_Stable,Cano_island,Cano_island,1996,1/1/96,1983-1997,9.85,,8.7155,-83.8724
283,"Guzman, 2001",Tropical_East_Pacific,Nicoya,Costa_Rica_Southern,Costa_Rica,Continental,Thermally_Stable,Cano_island,Cano_island,1998,1/1/98,1998-2016,11.67,,8.7155,-83.8724
284,"Guzman, 2001",Tropical_East_Pacific,Nicoya,Costa_Rica_Southern,Costa_Rica,Continental,Thermally_Stable,Cano_island,Cano_island,1999,1/1/99,1998-2016,9.41,,8.7155,-83.8724
285,"Carriquiry, 2001",Tropical_East_Pacific,Cortezian,Mexican_Central,Mexico,Continental,Seasonal,Bahia_Banderas,Careyeros,1997,1/1/97,1983-1997,22.1,,20.788393,-105.510107
286,"Carriquiry, 2001",Tropical_East_Pacific,Cortezian,Mexican_Central,Mexico,Continental,Seasonal,Bahia_Banderas,Punta_Mita,1997,1/1/97,1983-1997,32.79,,20.772027,-105.543675
287,"Carriquiry, 2001",Tropical_East_Pacific,Cortezian,Mexican_Central,Mexico,Continental,Seasonal,Bahia_Banderas,Caletitas,1997,1/1/97,1983-1997,8.15,,20.547694,-105.294307
288,"Carriquiry, 2001",Tropical_East_Pacific,Cortezian,Mexican_Central,Mexico,Continental,Seasonal,Bahia_Banderas,Majahuitas,1997,1/1/97,1983-1997,3.44,,20.514687,-105.332955
289,"Carriquiry, 2001",Tropical_East_Pacific,Cortezian,Mexican_Central,Mexico,Continental,Seasonal,Bahia_Banderas,Paredon,1997,1/1/97,1983-1997,5.27,,20.509923,-105.362458
290,"Carriquiry, 2001",Tropical_East_Pacific,Cortezian,Mexican_Central,Mexico,Continental,Seasonal,Bahia_Banderas,Yelapa,1997,1/1/97,1983-1997,5.24,,20.495588,-105.451298
291,"Carriquiry, 2001",Tropical_East_Pacific,Cortezian,Mexican_Central,Mexico,Continental,Seasonal,Bahia_Banderas,Chocota,1997,1/1/97,1983-1997,2.71,,20.491589,-105.538068
292,"Carriquiry, 2001",Tropical_East_Pacific,Cortezian,Mexican_Central,Mexico,Continental,Seasonal,Bahia_Banderas,Chimo,1997,1/1/97,1983-1997,2.52,,20.47878,-105.596017
293,"Carriquiry, 2001",Tropical_East_Pacific,Cortezian,Mexican_Central,Mexico,Continental,Seasonal,Bahia_Banderas,Las_Iglesias,1997,1/1/97,1983-1997,1.66,,20.4384,-105.653849
294,"Carriquiry, 2001",Tropical_East_Pacific,Cortezian,Mexican_Central,Mexico,Continental,Seasonal,Bahia_Banderas,Careyeros,1998,1/1/98,1998-2016,0.99,,20.788393,-105.510107
295,"Carriquiry, 2001",Tropical_East_Pacific,Cortezian,Mexican_Central,Mexico,Continental,Seasonal,Bahia_Banderas,Punta_Mita,1998,1/1/98,1998-2016,0.81,,20.772027,-105.543675
296,"Carriquiry, 2001",Tropical_East_Pacific,Cortezian,Mexican_Central,Mexico,Continental,Seasonal,Bahia_Banderas,Caletitas,1998,1/1/98,1998-2016,1.96,,20.547694,-105.294307
297,"Carriquiry, 2001",Tropical_East_Pacific,Cortezian,Mexican_Central,Mexico,Continental,Seasonal,Bahia_Banderas,Majahuitas,1998,1/1/98,1998-2016,1.27,,20.514687,-105.332955
298,"Carriquiry, 2001",Tropical_East_Pacific,Cortezian,Mexican_Central,Mexico,Continental,Seasonal,Bahia_Banderas,Paredon,1998,1/1/98,1998-2016,2.08,,20.509923,-105.362458
299,"Carriquiry, 2001",Tropical_East_Pacific,Cortezian,Mexican_Central,Mexico,Continental,Seasonal,Bahia_Banderas,Yelapa,1998,1/1/98,1998-2016,2.73,,20.495588,-105.451298
300,"Carriquiry, 2001",Tropical_East_Pacific,Cortezian,Mexican_Central,Mexico,Continental,Seasonal,Bahia_Banderas,Chocota,1998,1/1/98,1998-2016,0.7,,20.491589,-105.538068
301,"Carriquiry, 2001",Tropical_East_Pacific,Cortezian,Mexican_Central,Mexico,Continental,Seasonal,Bahia_Banderas,Chimo,1998,1/1/98,1998-2016,1.35,,20.47878,-105.596017
302,"Carriquiry, 2001",Tropical_East_Pacific,Cortezian,Mexican_Central,Mexico,Continental,Seasonal,Bahia_Banderas,Las_Iglesias,1998,1/1/98,1998-2016,0.99,,20.4384,-105.653849
303,"Nava, 2012",Tropical_East_Pacific,Mexican_Tropical_Pacific,Mexican_Central,Mexico,Continental,Thermally_Stable,Michoacan,El_Zapote,1997,1/1/97,1983-1997,7.8,83.5,18.388375,-103.529075
304,"Nava, 2012",Tropical_East_Pacific,Mexican_Tropical_Pacific,Mexican_Central,Mexico,Continental,Thermally_Stable,Michoacan,Isla_Faro,1997,1/1/97,1983-1997,23.8,50,18.339884,-103.513164
305,"Nava, 2012",Tropical_East_Pacific,Mexican_Tropical_Pacific,Mexican_Central,Mexico,Continental,Thermally_Stable,Ixtapa,Caleta_de_Chon ,1997,1/1/97,1983-1997,67.7,25.9,17.614667,-101.554528
306,"Nava, 2012",Tropical_East_Pacific,Mexican_Tropical_Pacific,Mexican_Central,Mexico,Continental,Thermally_Stable,Ixtapa,Playa_Manzanillo,1997,1/1/97,1983-1997,35.2,50,17.620803,-101.524802
307,"Glynn, 2012",Galapagos,Eastern_Galapagos_Islands,Eastern_Galapagos_Islands,Ecuador,Oceanic,Galapagos_Islands,Galapagos_Islands ,La_Espanola,2004,1/1/04,1998-2016,9.93,,-1.352008,-89.653074
308,"Glynn, 2012",Galapagos,Eastern_Galapagos_Islands,Eastern_Galapagos_Islands,Ecuador,Oceanic,Galapagos_Islands,Galapagos_Islands ,La_Espanola,2011,1/1/11,1998-2016,14.57,,-1.352008,-89.653074
309,"Guzman, 2004",Tropical_East_Pacific,Nicoya,Gulf_of_Chiriqui,Panama,Continental,Thermally_Stable,Gulf_of_Chiriqui,Isla_Pajaro,2002,1/1/02,1998-2016,71.3,27,7.867978,-81.775618
310,"Guzman, 2004",Tropical_East_Pacific,Nicoya,Gulf_of_Chiriqui,Panama,Continental,Thermally_Stable,Gulf_of_Chiriqui,Isla_Brincanco_Este,2002,1/1/02,1998-2016,48.9,50.7,7.863504,-81.783279
311,"Guzman, 2004",Tropical_East_Pacific,Nicoya,Gulf_of_Chiriqui,Panama,Continental,Thermally_Stable,Gulf_of_Chiriqui,Isla_Sin_Nombre_Este,2002,1/1/02,1998-2016,64,34.2,7.842277,-81.751622
312,"Guzman, 2004",Tropical_East_Pacific,Nicoya,Gulf_of_Chiriqui,Panama,Continental,Thermally_Stable,Gulf_of_Chiriqui,Isla_Uvita_Arriba,2002,1/1/02,1998-2016,58.4,41.2,7.817738,-81.737785
313,"Guzman, 2004",Tropical_East_Pacific,Nicoya,Gulf_of_Chiriqui,Panama,Continental,Thermally_Stable,Gulf_of_Chiriqui,Isla_Uvita_Media,2002,1/1/02,1998-2016,76.1,23.1,7.812888,-81.738548
314,"Guzman, 2004",Tropical_East_Pacific,Nicoya,Gulf_of_Chiriqui,Panama,Continental,Thermally_Stable,Gulf_of_Chiriqui,Uva_Island,2002,1/1/02,1998-2016,53.9,45.7,7.79297,-81.75487
315,"Guzman, 2004",Tropical_East_Pacific,Nicoya,Gulf_of_Chiriqui,Panama,Continental,Thermally_Stable,Gulf_of_Chiriqui,Isla_Canal_Afuera_Sureste,2002,1/1/02,1998-2016,1.2,98,7.699735,-81.615144
316,"Guzman, 2004",Tropical_East_Pacific,Nicoya,Gulf_of_Chiriqui,Panama,Continental,Thermally_Stable,Gulf_of_Chiriqui,Isla_Canal_Afuera_Sureste,2002,1/1/02,1998-2016,2.2,96.6,7.690461,-81.611412
317,"Guzman, 2004",Tropical_East_Pacific,Nicoya,Gulf_of_Chiriqui,Panama,Continental,Thermally_Stable,Gulf_of_Chiriqui,Isla_Canal_Afuera_Norte,2002,1/1/02,1998-2016,38.9,60.7,7.688338,-81.632323
318,"Guzman, 2004",Tropical_East_Pacific,Nicoya,Gulf_of_Chiriqui,Panama,Continental,Thermally_Stable,Gulf_of_Chiriqui,Isla_Rancheria_Suroeste,2002,1/1/02,1998-2016,31.9,67.1,7.641598,-81.691582
319,"Guzman, 2004",Tropical_East_Pacific,Nicoya,Gulf_of_Chiriqui,Panama,Continental,Thermally_Stable,Gulf_of_Chiriqui,Isla_Granito_de_Oro,2002,1/1/02,1998-2016,26.4,72.6,7.593374,-81.712232
320,"Guzman, 2004",Tropical_East_Pacific,Nicoya,Gulf_of_Chiriqui,Panama,Continental,Thermally_Stable,Gulf_of_Chiriqui,Isla_Coiba_Noreste,2002,1/1/02,1998-2016,54.4,41.5,7.631836,-81.735014
321,"Guzman, 2004",Tropical_East_Pacific,Nicoya,Gulf_of_Chiriqui,Panama,Continental,Thermally_Stable,Gulf_of_Chiriqui,Punta_Damas,2002,1/1/02,1998-2016,27.6,66.2,7.543117,-81.679035
322,"Guzman, 2004",Tropical_East_Pacific,Nicoya,Gulf_of_Chiriqui,Panama,Continental,Thermally_Stable,Gulf_of_Chiriqui,Punta_Felipa_(Damas),2003,1/1/03,1998-2016,26.1,73.9,7.423908,-81.697575
323,"Guzman, 2004",Tropical_East_Pacific,Nicoya,Gulf_of_Chiriqui,Panama,Continental,Thermally_Stable,Gulf_of_Chiriqui,Ensenada_Maria_(Damas),2003,1/1/03,1998-2016,17,82.6,7.394096,-81.647706
324,"Guzman, 2004",Tropical_East_Pacific,Nicoya,Gulf_of_Chiriqui,Panama,Continental,Thermally_Stable,Gulf_of_Chiriqui,Isla_Barca,2003,1/1/03,1998-2016,22.9,76.9,7.320094,-81.673613
325,"Guzman, 2004",Tropical_East_Pacific,Nicoya,Gulf_of_Chiriqui,Panama,Continental,Thermally_Stable,Gulf_of_Chiriqui,Punta_Cirilo,2003,1/1/03,1998-2016,40.2,59.8,7.585548,-81.834013
326,"Guzman, 2004",Tropical_East_Pacific,Nicoya,Gulf_of_Chiriqui,Panama,Continental,Thermally_Stable,Gulf_of_Chiriqui,Ensenada_Baltazar,2003,1/1/03,1998-2016,15.3,80.5,7.646407,-81.75869
327,"Guzman, 2004",Tropical_East_Pacific,Nicoya,Gulf_of_Chiriqui,Panama,Continental,Thermally_Stable,Gulf_of_Chiriqui,Isla_Jicaron_Este,2003,1/1/03,1998-2016,30.9,69.1,7.240225,-81.801014
328,"Guzman, 2004",Tropical_East_Pacific,Nicoya,Gulf_of_Chiriqui,Panama,Continental,Thermally_Stable,Gulf_of_Chiriqui,Isla_Jicarita_Este,2003,1/1/03,1998-2016,44.9,55,7.231781,-81.798428
329,"Guzman, 2004",Tropical_East_Pacific,Nicoya,Gulf_of_Chiriqui,Panama,Continental,Thermally_Stable,Gulf_of_Chiriqui,Isla_Jicaron_Noroeste,2003,1/1/03,1998-2016,30.5,66.5,7.293788,-81.818791
330,"Guzman, 2004",Tropical_East_Pacific,Nicoya,Gulf_of_Chiriqui,Panama,Continental,Thermally_Stable,Gulf_of_Chiriqui,Montuosa_Norte,2003,1/1/03,1998-2016,20.4,78.7,7.476543,-82.240575
331,"Guzman, 2004",Tropical_East_Pacific,Nicoya,Gulf_of_Chiriqui,Panama,Continental,Thermally_Stable,Gulf_of_Chiriqui,Montuosa_Sureste,2003,1/1/03,1998-2016,43.4,51.2,7.466143,-82.245603
332,"Guzman, 2004",Tropical_East_Pacific,Nicoya,Gulf_of_Chiriqui,Panama,Continental,Thermally_Stable,Gulf_of_Chiriqui,Montuosa_Oeste,2003,1/1/03,1998-2016,56.6,56.6,7.466252,-82.231179
333,"Fong, 2017",Galapagos,Northern_Galapagos_Islands,Northern_Galapagos_Islands,Ecuador,Oceanic,Galapagos_Islands,Galapagos_Islands ,Darwin_Island,1982,1/1/82,1973-1982,4.02,,1.655556,-92.008333
334,"Fong, 2017",Galapagos,Northern_Galapagos_Islands,Northern_Galapagos_Islands,Ecuador,Oceanic,Galapagos_Islands,Galapagos_Islands ,Darwin_Island,1992,1/1/92,1983-1997,9.94,,1.655556,-92.008333
335,"Fong, 2017",Galapagos,Northern_Galapagos_Islands,Northern_Galapagos_Islands,Ecuador,Oceanic,Galapagos_Islands,Galapagos_Islands ,Darwin_Island,2012,1/1/12,1998-2016,29.35,,1.655556,-92.008333
336,"Fong, 2017",Galapagos,Eastern_Galapagos_Islands,Eastern_Galapagos_Islands,Ecuador,Oceanic,Galapagos_Islands,Galapagos_Islands ,Floreana_Island,1974,1/1/74,1973-1982,36.82,,-1.232258,-90.453986
337,"Fong, 2017",Galapagos,Eastern_Galapagos_Islands,Eastern_Galapagos_Islands,Ecuador,Oceanic,Galapagos_Islands,Galapagos_Islands ,Floreana_Island,1987,1/1/87,1983-1997,0,,-1.232258,-90.453986
338,"Fong, 2017",Galapagos,Eastern_Galapagos_Islands,Eastern_Galapagos_Islands,Ecuador,Oceanic,Galapagos_Islands,Galapagos_Islands ,Floreana_Island,1993,1/1/93,1983-1997,1.82,,-1.232258,-90.453986
339,"Fong, 2017",Galapagos,Eastern_Galapagos_Islands,Eastern_Galapagos_Islands,Ecuador,Oceanic,Galapagos_Islands,Galapagos_Islands ,Floreana_Island,2001,1/1/01,1998-2016,0.45,,-1.232258,-90.453986
340,"Fong, 2017",Galapagos,Eastern_Galapagos_Islands,Eastern_Galapagos_Islands,Ecuador,Oceanic,Galapagos_Islands,Galapagos_Islands ,Floreana_Island,2002,1/1/02,1998-2016,0.91,,-1.232258,-90.453986
341,"Fong, 2017",Galapagos,Eastern_Galapagos_Islands,Eastern_Galapagos_Islands,Ecuador,Oceanic,Galapagos_Islands,Galapagos_Islands ,Floreana_Island,2008,1/1/08,1998-2016,4.09,,-1.232258,-90.453986
342,"Fong, 2017",Galapagos,Eastern_Galapagos_Islands,Eastern_Galapagos_Islands,Ecuador,Oceanic,Galapagos_Islands,Galapagos_Islands ,Santa_Fe_San_Cristobal,1974,1/1/74,1973-1982,19.55,,-0.802377,-90.038025
343,"Fong, 2017",Galapagos,Eastern_Galapagos_Islands,Eastern_Galapagos_Islands,Ecuador,Oceanic,Galapagos_Islands,Galapagos_Islands ,Santa_Fe_San_Cristobal,1975,1/1/75,1973-1982,36.36,,-0.802377,-90.038025
344,"Fong, 2017",Galapagos,Eastern_Galapagos_Islands,Eastern_Galapagos_Islands,Ecuador,Oceanic,Galapagos_Islands,Galapagos_Islands ,Santa_Fe_San_Cristobal,1989,1/1/89,1983-1997,0,,-0.802377,-90.038025
345,"Fong, 2017",Galapagos,Eastern_Galapagos_Islands,Eastern_Galapagos_Islands,Ecuador,Oceanic,Galapagos_Islands,Galapagos_Islands ,Santa_Fe_San_Cristobal,1993,1/1/93,1983-1997,0,,-0.802377,-90.038025
346,"Fong, 2017",Galapagos,Eastern_Galapagos_Islands,Eastern_Galapagos_Islands,Ecuador,Oceanic,Galapagos_Islands,Galapagos_Islands ,Santa_Fe_San_Cristobal,2008,1/1/08,1998-2016,0,,-0.802377,-90.038025
347,"Fong, 2017",Tropical_East_Pacific,Panama_Bight,Panama_Bight,Panama,Continental,Upwelling,Pearl_Islands,Saboga_Island,1983,1/1/83,1983-1997,3.76,,8.62595,-79.055038
348,"Fong, 2017",Tropical_East_Pacific,Panama_Bight,Panama_Bight,Panama,Continental,Upwelling,Pearl_Islands,Saboga_Island,1984,1/1/84,1983-1997,1.42,,8.62595,-79.055038
349,"Fong, 2017",Tropical_East_Pacific,Panama_Bight,Panama_Bight,Panama,Continental,Upwelling,Pearl_Islands,Saboga_Island,1986,1/1/86,1983-1997,12.08,,8.62595,-79.055038
350,"Fong, 2017",Tropical_East_Pacific,Panama_Bight,Panama_Bight,Panama,Continental,Upwelling,Pearl_Islands,Saboga_Island,1988,1/1/88,1983-1997,16.05,,8.62595,-79.055038
351,"Fong, 2017",Tropical_East_Pacific,Panama_Bight,Panama_Bight,Panama,Continental,Upwelling,Pearl_Islands,Saboga_Island,1989,1/1/89,1983-1997,27.09,,8.62595,-79.055038
352,"Fong, 2017",Tropical_East_Pacific,Panama_Bight,Panama_Bight,Panama,Continental,Upwelling,Pearl_Islands,Saboga_Island,1991,1/1/91,1983-1997,43.26,,8.62595,-79.055038
353,"Fong, 2017",Tropical_East_Pacific,Panama_Bight,Panama_Bight,Panama,Continental,Upwelling,Pearl_Islands,Saboga_Island,1992,1/1/92,1983-1997,46.03,,8.62595,-79.055038
354,"Fong, 2017",Tropical_East_Pacific,Panama_Bight,Panama_Bight,Panama,Continental,Upwelling,Pearl_Islands,Saboga_Island,1993,1/1/93,1983-1997,43.29,,8.62595,-79.055038
355,"Fong, 2017",Tropical_East_Pacific,Panama_Bight,Panama_Bight,Panama,Continental,Upwelling,Pearl_Islands,Saboga_Island,1994,1/1/94,1983-1997,51.96,,8.62595,-79.055038
356,"Fong, 2017",Tropical_East_Pacific,Panama_Bight,Panama_Bight,Panama,Continental,Upwelling,Pearl_Islands,Saboga_Island,1995,1/1/95,1983-1997,50.8,,8.62595,-79.055038
357,"Fong, 2017",Tropical_East_Pacific,Panama_Bight,Panama_Bight,Panama,Continental,Upwelling,Pearl_Islands,Saboga_Island,1996,1/1/96,1983-1997,48.85,,8.62595,-79.055038
358,"Fong, 2017",Tropical_East_Pacific,Panama_Bight,Panama_Bight,Panama,Continental,Upwelling,Pearl_Islands,Saboga_Island,1997,1/1/97,1983-1997,59.89,,8.62595,-79.055038
359,"Fong, 2017",Tropical_East_Pacific,Panama_Bight,Panama_Bight,Panama,Continental,Upwelling,Pearl_Islands,Saboga_Island,1998,1/1/98,1998-2016,39.43,,8.62595,-79.055038
360,"Fong, 2017",Tropical_East_Pacific,Panama_Bight,Panama_Bight,Panama,Continental,Upwelling,Pearl_Islands,Saboga_Island,1999,1/1/99,1998-2016,49.68,,8.62595,-79.055038
361,"Fong, 2017",Tropical_East_Pacific,Panama_Bight,Panama_Bight,Panama,Continental,Upwelling,Pearl_Islands,Saboga_Island,2000,1/1/00,1998-2016,26.08,,8.62595,-79.055038
362,"Fong, 2017",Tropical_East_Pacific,Panama_Bight,Panama_Bight,Panama,Continental,Upwelling,Pearl_Islands,Saboga_Island,2001,1/1/01,1998-2016,31.21,,8.62595,-79.055038
363,"Fong, 2017",Tropical_East_Pacific,Panama_Bight,Panama_Bight,Panama,Continental,Upwelling,Pearl_Islands,Saboga_Island,2002,1/1/02,1998-2016,33.19,,8.62595,-79.055038
364,"Fong, 2017",Tropical_East_Pacific,Panama_Bight,Panama_Bight,Panama,Continental,Upwelling,Pearl_Islands,Saboga_Island,2003,1/1/03,1998-2016,32.03,,8.62595,-79.055038
365,"Fong, 2017",Tropical_East_Pacific,Panama_Bight,Panama_Bight,Panama,Continental,Upwelling,Pearl_Islands,Saboga_Island,2004,1/1/04,1998-2016,41.49,,8.62595,-79.055038
366,"Glynn, 1996",Tropical_East_Pacific,Clipperton,Clipperton,France,Oceanic,Thermally_Stable,Clipperton,Clipperton,1994,1/1/94,1983-1997,52.2,,10.316434,-109.234092
367,"Ochoa-López, 1998",Tropical_East_Pacific,Revillagigedo_Islands,Revillagigedo_Islands,Mexico,Oceanic,Seasonal,Revillagigedo_Islands,Socorro_Island,1993,1/1/93,1983-1997,35,,18.729385,-110.957234
368,"Ochoa-López, 1998",Tropical_East_Pacific,Revillagigedo_Islands,Revillagigedo_Islands,Mexico,Oceanic,Seasonal,Revillagigedo_Islands,Socorro_Island,1994,1/1/94,1983-1997,7.5,,18.729385,-110.957234
369,"Calderón-Aguilera, 2006",Tropical_East_Pacific,Cortezian,Mexican_Northern,Mexico,Continental,Seasonal,Los_Cabos ,Cabo_Pulmo,1987,1/1/87,1983-1997,61.94,,23.368583,-109.416667
370,"Calderón-Aguilera, 2006",Tropical_East_Pacific,Cortezian,Mexican_Northern,Mexico,Continental,Seasonal,Los_Cabos ,Cabo_Pulmo,1988,1/1/88,1983-1997,48.01,,23.368583,-109.416667
371,"Calderón-Aguilera, 2006",Tropical_East_Pacific,Cortezian,Mexican_Northern,Mexico,Continental,Seasonal,Los_Cabos ,Cabo_Pulmo,1989,1/1/89,1983-1997,31.88,,23.368583,-109.416667
